cliente_id,fecha,producto,categoria,monto,canal,descuento_aplicado
PREM_0166,2025-11-09,iPhone 14,Smartphones,437.18,App,5
PREM_0166,2025-12-08,Laptop Bag,Smartphones,349.12,App,10
PREM_0167,2025-12-03,Gaming Mouse,Smartphones,142.16,App,15
PREM_0167,2025-11-11,Laptop Bag,Smartphones,235.79,App,0
PREM_0167,2025-11-06,Monitor 4K,Laptops,466.71,App,5
PREM_0167,2025-12-08,Webcam HD,Smartphones,201.95,App,0
PREM_0167,2025-12-05,iPad,Smartphones,343.97,App,5
PREM_0167,2025-11-03,MacBook Pro,Smartphones,471.26,App,0
PREM_0168,2025-11-20,AirPods,Gaming,157.75,Online,15
PREM_0168,2025-12-14,AirPods,Gaming,209.0,Online,10
PREM_0168,2025-12-10,Webcam HD,Accesorios,105.04,Online,0
PREM_0168,2025-11-18,iPhone 14,Gaming,146.17,Online,20
PREM_0168,2025-12-10,AirPods,Gaming,224.74,Online,15
PREM_0168,2025-12-07,Laptop Bag,Gaming,98.25,Online,10
PREM_0168,2025-11-29,iPhone 14,Gaming,137.91,Online,15
PREM_0168,2025-12-12,MacBook Pro,Laptops,296.18,App,5
PREM_0168,2025-11-19,MacBook Pro,Gaming,155.33,Online,15
PREM_0168,2025-11-12,iPhone 14,Gaming,275.02,Online,10
PREM_0168,2025-12-12,Smartphone Case,Laptops,151.16,Online,5
PREM_0168,2025-11-21,Webcam HD,Gaming,108.57,Online,0
PREM_0169,2025-12-09,MacBook Pro,Smartphones,126.56,App,20
PREM_0169,2025-11-03,Webcam HD,Smartphones,654.45,Tienda,10
PREM_0169,2025-10-30,Laptop Bag,Gaming,308.41,App,0
PREM_0169,2025-11-21,iPhone 14,Smartphones,238.95,App,15
PREM_0169,2025-11-07,MacBook Pro,Laptops,258.55,Online,10
PREM_0169,2025-12-07,Smartphone Case,Smartphones,197.35,App,5
PREM_0169,2025-11-21,Laptop Bag,Smartphones,410.48,App,5
PREM_0169,2025-11-30,iPad,Accesorios,397.01,Online,0
PREM_0169,2025-11-02,Gaming Mouse,Smartphones,832.65,App,0
PREM_0170,2025-11-22,iPhone 14,Laptops,303.42,Online,10
PREM_0170,2025-12-08,iPhone 14,Laptops,362.78,Tienda,0
PREM_0170,2025-12-01,Webcam HD,Laptops,230.6,Online,0
PREM_0170,2025-12-13,Monitor 4K,Accesorios,731.4,Online,0
PREM_0170,2025-11-12,iPhone 14,Accesorios,321.55,Online,0
PREM_0171,2025-12-11,MacBook Pro,Smartphones,81.2,Tienda,0
PREM_0171,2025-11-11,Smartphone Case,Smartphones,199.11,Tienda,0
PREM_0171,2025-12-01,Monitor 4K,Smartphones,237.82,Tienda,5
PREM_0171,2025-11-05,Webcam HD,Laptops,138.09,Tienda,15
PREM_0171,2025-11-13,iPhone 14,Smartphones,97.85,Tienda,5
PREM_0171,2025-11-19,Mechanical Keyboard,Smartphones,121.33,Tienda,0
PREM_0171,2025-11-18,MacBook Pro,Smartphones,178.24,Tienda,0
PREM_0171,2025-12-10,iPad,Accesorios,219.74,Tienda,15
PREM_0171,2025-11-28,MacBook Pro,Smartphones,177.46,Tienda,5
PREM_0171,2025-12-14,Webcam HD,Gaming,223.71,Tienda,5
PREM_0171,2025-11-22,Webcam HD,Smartphones,281.38,Tienda,0
PREM_0171,2025-12-11,Smartphone Case,Smartphones,252.0,Tienda,10
PREM_0172,2025-11-18,AirPods,Accesorios,207.3,Online,10
PREM_0172,2025-11-28,Laptop Bag,Smartphones,143.99,App,0
PREM_0172,2025-11-12,AirPods,Smartphones,175.08,Online,0
PREM_0172,2025-11-10,Laptop Bag,Smartphones,276.37,Online,10
PREM_0172,2025-12-04,Monitor 4K,Laptops,256.4,Online,15
PREM_0172,2025-11-22,Monitor 4K,Smartphones,372.9,Online,15
PREM_0172,2025-12-09,Mechanical Keyboard,Smartphones,225.39,App,5
PREM_0172,2025-12-14,iPhone 14,Gaming,416.27,Online,5
PREM_0172,2025-12-09,iPhone 14,Smartphones,192.79,Online,0
PREM_0172,2025-11-17,Mechanical Keyboard,Smartphones,274.61,Online,10
PREM_0172,2025-12-11,Gaming Mouse,Smartphones,174.41,App,10
PREM_0173,2025-12-13,Gaming Mouse,Accesorios,238.96,App,15
PREM_0173,2025-11-20,Mechanical Keyboard,Smartphones,134.35,App,10
PREM_0173,2025-11-11,Webcam HD,Accesorios,354.49,App,5
PREM_0173,2025-11-19,Monitor 4K,Accesorios,791.91,App,15
PREM_0173,2025-11-07,Mechanical Keyboard,Accesorios,332.05,Tienda,15
PREM_0173,2025-11-03,Laptop Bag,Accesorios,684.49,App,0
PREM_0173,2025-11-23,MacBook Pro,Gaming,304.88,App,0
PREM_0173,2025-12-11,AirPods,Laptops,247.86,App,10
PREM_0173,2025-12-05,MacBook Pro,Smartphones,338.47,App,5
PREM_0173,2025-11-06,AirPods,Accesorios,405.78,App,0
PREM_0173,2025-11-08,MacBook Pro,Smartphones,241.86,App,5
PREM_0174,2025-11-10,Laptop Bag,Laptops,275.9,App,5
PREM_0174,2025-12-07,MacBook Pro,Gaming,429.33,App,20
PREM_0174,2025-11-27,Laptop Bag,Gaming,125.16,Tienda,20
PREM_0174,2025-11-19,MacBook Pro,Gaming,81.1,App,20
PREM_0174,2025-12-09,iPad,Gaming,142.14,App,10
PREM_0174,2025-11-14,Mechanical Keyboard,Laptops,177.94,Tienda,0
PREM_0174,2025-11-29,MacBook Pro,Accesorios,159.08,App,5
PREM_0174,2025-11-10,Webcam HD,Gaming,141.63,App,20
PREM_0175,2025-11-30,AirPods,Gaming,192.02,Online,10
PREM_0175,2025-11-05,iPhone 14,Gaming,100.07,Online,0
PREM_0175,2025-11-27,Gaming Mouse,Gaming,257.26,Tienda,20
PREM_0175,2025-12-06,iPad,Gaming,201.69,Online,5
PREM_0175,2025-12-11,Mechanical Keyboard,Laptops,135.99,App,10
PREM_0175,2025-11-14,Laptop Bag,Gaming,382.17,App,0
PREM_0175,2025-12-14,MacBook Pro,Gaming,256.26,Online,0
PREM_0175,2025-11-18,Monitor 4K,Gaming,153.22,App,5
PREM_0175,2025-11-14,AirPods,Gaming,109.58,Online,5
PREM_0175,2025-11-17,AirPods,Gaming,153.18,App,0
PREM_0176,2025-12-11,Laptop Bag,Laptops,269.2,Tienda,10
PREM_0176,2025-12-09,Monitor 4K,Smartphones,283.67,Tienda,0
PREM_0176,2025-12-09,iPhone 14,Laptops,147.62,Online,5
PREM_0176,2025-12-07,Gaming Mouse,Laptops,304.68,Tienda,20
PREM_0176,2025-12-02,Gaming Mouse,Laptops,384.62,Tienda,5
PREM_0176,2025-12-02,Laptop Bag,Accesorios,243.94,Tienda,15
PREM_0176,2025-11-21,Laptop Bag,Accesorios,252.09,Tienda,0
PREM_0176,2025-11-12,Webcam HD,Smartphones,306.2,Tienda,15
PREM_0176,2025-11-20,Laptop Bag,Laptops,179.0,Tienda,15
PREM_0176,2025-12-13,MacBook Pro,Laptops,309.49,Online,5
PREM_0176,2025-12-12,iPhone 14,Laptops,456.99,Online,10
PREM_0176,2025-12-08,Monitor 4K,Laptops,226.24,Tienda,0
PREM_0176,2025-11-10,Gaming Mouse,Laptops,251.71,Tienda,5
PREM_0177,2025-11-24,Webcam HD,Accesorios,489.5,Tienda,10
PREM_0177,2025-11-12,AirPods,Accesorios,206.44,Tienda,5
PREM_0177,2025-11-28,Gaming Mouse,Smartphones,269.63,Tienda,20
PREM_0177,2025-11-23,iPad,Accesorios,251.37,Tienda,0
PREM_0177,2025-12-08,Webcam HD,Smartphones,283.37,Tienda,0
PREM_0177,2025-11-27,Smartphone Case,Accesorios,274.38,Tienda,10
PREM_0177,2025-11-09,iPad,Gaming,443.89,Tienda,20
PREM_0177,2025-11-08,Monitor 4K,Smartphones,247.63,Tienda,5
PREM_0178,2025-11-29,Mechanical Keyboard,Laptops,83.29,Tienda,0
PREM_0178,2025-12-01,Webcam HD,Smartphones,234.81,Tienda,5
PREM_0178,2025-11-16,iPhone 14,Smartphones,238.0,Tienda,10
PREM_0178,2025-11-13,iPad,Smartphones,132.88,Tienda,0
PREM_0178,2025-11-25,Mechanical Keyboard,Accesorios,254.3,Online,15
PREM_0178,2025-11-08,AirPods,Smartphones,147.43,Online,0
PREM_0178,2025-11-17,iPad,Smartphones,177.87,App,10
PREM_0178,2025-11-01,Smartphone Case,Smartphones,178.58,App,0
PREM_0178,2025-11-06,Monitor 4K,Smartphones,238.88,Tienda,5
PREM_0178,2025-11-16,AirPods,Accesorios,117.39,Tienda,0
PREM_0178,2025-11-03,AirPods,Smartphones,112.09,Tienda,0
PREM_0178,2025-11-25,AirPods,Smartphones,208.52,Tienda,15
PREM_0179,2025-11-16,Laptop Bag,Gaming,205.96,App,0
PREM_0179,2025-12-01,Monitor 4K,Gaming,276.99,App,15
PREM_0179,2025-11-30,AirPods,Smartphones,162.62,App,10
PREM_0179,2025-11-10,Mechanical Keyboard,Gaming,458.61,Online,5
PREM_0179,2025-12-14,Laptop Bag,Gaming,285.61,App,0
PREM_0179,2025-11-14,Monitor 4K,Gaming,254.1,App,0
PREM_0179,2025-11-20,AirPods,Gaming,224.19,App,5
PREM_0179,2025-11-16,Webcam HD,Gaming,323.64,App,15
PREM_0179,2025-11-10,MacBook Pro,Gaming,149.74,App,15
PREM_0180,2025-11-27,Webcam HD,Smartphones,264.84,App,0
PREM_0180,2025-11-15,iPhone 14,Gaming,116.56,Online,15
PREM_0180,2025-11-19,Gaming Mouse,Gaming,349.59,Online,15
PREM_0180,2025-12-11,Monitor 4K,Smartphones,399.85,Online,10
PREM_0180,2025-11-15,MacBook Pro,Smartphones,304.66,Online,5
PREM_0180,2025-12-10,Mechanical Keyboard,Accesorios,297.2,App,0
PREM_0180,2025-11-10,Monitor 4K,Accesorios,342.41,App,15
PREM_0180,2025-11-09,Webcam HD,Smartphones,427.92,Online,5
PREM_0180,2025-12-12,Webcam HD,Accesorios,201.95,Online,5
PREM_0180,2025-11-23,iPad,Accesorios,304.4,Tienda,5
PREM_0180,2025-11-23,iPad,Smartphones,135.05,Online,10
PREM_0181,2025-11-05,Webcam HD,Gaming,276.23,Online,0
PREM_0181,2025-11-13,Monitor 4K,Accesorios,306.38,Online,5
PREM_0181,2025-11-26,Laptop Bag,Accesorios,241.94,Online,5
PREM_0181,2025-11-30,Gaming Mouse,Accesorios,123.63,Tienda,15
PREM_0181,2025-12-07,MacBook Pro,Laptops,274.7,Tienda,10
PREM_0181,2025-11-07,Mechanical Keyboard,Accesorios,181.19,Online,5
PREM_0181,2025-11-22,AirPods,Laptops,92.45,Online,10
PREM_0181,2025-12-13,AirPods,Accesorios,302.77,App,20
PREM_0181,2025-12-13,MacBook Pro,Accesorios,334.77,Online,0
PREM_0181,2025-11-15,MacBook Pro,Gaming,255.42,Online,10
PREM_0181,2025-11-09,Webcam HD,Accesorios,252.42,App,10
PREM_0182,2025-11-22,AirPods,Laptops,215.84,Tienda,0
PREM_0182,2025-12-10,iPad,Laptops,205.79,App,15
PREM_0182,2025-11-10,Webcam HD,Laptops,102.14,Tienda,10
PREM_0182,2025-12-07,Mechanical Keyboard,Laptops,152.27,Tienda,5
PREM_0182,2025-12-13,Monitor 4K,Laptops,209.17,Tienda,0
PREM_0182,2025-11-18,Webcam HD,Laptops,283.34,Tienda,0
PREM_0182,2025-11-25,iPhone 14,Laptops,153.11,Tienda,15
PREM_0182,2025-11-29,iPad,Laptops,85.7,Tienda,5
PREM_0182,2025-11-07,AirPods,Gaming,215.76,Tienda,0
PREM_0182,2025-12-11,Webcam HD,Laptops,453.96,Tienda,0
PREM_0182,2025-11-20,Laptop Bag,Laptops,389.53,Tienda,10
PREM_0182,2025-11-27,iPad,Laptops,140.35,Tienda,20
PREM_0182,2025-12-12,Smartphone Case,Laptops,158.09,Tienda,15
PREM_0183,2025-11-15,iPhone 14,Accesorios,153.12,Online,0
PREM_0183,2025-11-23,Mechanical Keyboard,Accesorios,612.26,Online,0
PREM_0183,2025-11-27,iPhone 14,Accesorios,189.44,Tienda,10
PREM_0183,2025-11-16,Webcam HD,Accesorios,301.78,Online,5
PREM_0183,2025-12-07,Mechanical Keyboard,Gaming,331.09,Online,0
PREM_0183,2025-11-28,iPhone 14,Laptops,360.26,Tienda,5
PREM_0183,2025-11-22,Laptop Bag,Laptops,317.8,App,0
PREM_0183,2025-12-01,Smartphone Case,Accesorios,224.98,Online,10
PREM_0183,2025-11-26,Monitor 4K,Laptops,502.41,Tienda,0
PREM_0183,2025-12-04,AirPods,Gaming,220.72,Tienda,0
PREM_0183,2025-11-23,Laptop Bag,Accesorios,231.26,Online,0
PREM_0183,2025-11-11,iPad,Accesorios,254.46,Online,10
PREM_0184,2025-11-07,Monitor 4K,Laptops,199.91,Tienda,10
PREM_0184,2025-11-30,iPad,Gaming,311.81,Online,5
PREM_0184,2025-11-25,Mechanical Keyboard,Gaming,324.46,Online,15
PREM_0184,2025-11-10,Webcam HD,Gaming,205.6,Online,15
PREM_0184,2025-11-28,AirPods,Accesorios,153.56,Online,5
PREM_0184,2025-11-21,Laptop Bag,Gaming,116.19,Online,0
PREM_0184,2025-12-04,Mechanical Keyboard,Gaming,149.11,Online,5
PREM_0184,2025-11-19,iPad,Gaming,284.98,Online,0
PREM_0184,2025-11-17,Gaming Mouse,Accesorios,320.64,App,0
PREM_0184,2025-11-27,Monitor 4K,Gaming,363.54,Online,5
PREM_0184,2025-11-18,iPhone 14,Gaming,231.26,Online,0
PREM_0184,2025-11-24,iPhone 14,Gaming,265.16,Online,5
PREM_0185,2025-12-07,MacBook Pro,Laptops,112.11,Online,0
PREM_0185,2025-11-07,Laptop Bag,Gaming,166.7,Online,5
PREM_0185,2025-11-29,iPhone 14,Accesorios,229.8,Online,0
PREM_0185,2025-11-27,Webcam HD,Accesorios,306.12,Online,15
PREM_0185,2025-11-22,Mechanical Keyboard,Smartphones,336.81,Online,5
PREM_0185,2025-11-17,Smartphone Case,Smartphones,196.09,Online,15
PREM_0185,2025-11-20,Smartphone Case,Laptops,687.88,Online,5
PREM_0185,2025-11-24,Laptop Bag,Smartphones,154.42,Online,5
PREM_0185,2025-11-24,Monitor 4K,Gaming,285.98,Online,0
PREM_0185,2025-12-05,Laptop Bag,Smartphones,372.36,Online,0
PREM_0186,2025-11-19,Monitor 4K,Gaming,92.23,Tienda,10
PREM_0186,2025-11-08,Laptop Bag,Gaming,274.96,Online,0
PREM_0186,2025-11-09,iPad,Gaming,326.76,Online,0
PREM_0186,2025-11-24,MacBook Pro,Gaming,190.22,Online,0
PREM_0186,2025-11-16,MacBook Pro,Gaming,144.07,Online,5
PREM_0186,2025-11-30,Mechanical Keyboard,Accesorios,227.12,Online,0
PREM_0186,2025-12-08,iPad,Gaming,128.49,Online,0
PREM_0186,2025-12-08,AirPods,Smartphones,147.72,Online,0
PREM_0187,2025-11-12,Webcam HD,Laptops,455.41,Online,10
PREM_0187,2025-12-14,Smartphone Case,Laptops,722.6,Online,5
PREM_0187,2025-12-04,Mechanical Keyboard,Smartphones,453.9,Tienda,0
PREM_0187,2025-11-08,iPad,Laptops,343.47,Online,5
PREM_0187,2025-12-07,Smartphone Case,Laptops,562.93,Online,15
PREM_0187,2025-11-11,Mechanical Keyboard,Laptops,420.81,Online,10
PREM_0187,2025-12-02,Monitor 4K,Laptops,445.38,Online,0
PREM_0187,2025-11-06,Laptop Bag,Laptops,375.57,Online,0
PREM_0187,2025-11-12,Mechanical Keyboard,Smartphones,373.83,Tienda,0
PREM_0187,2025-11-14,Gaming Mouse,Laptops,499.57,Online,0
PREM_0188,2025-11-17,Webcam HD,Laptops,197.35,App,0
PREM_0188,2025-11-12,MacBook Pro,Laptops,204.33,Online,0
PREM_0188,2025-12-14,Smartphone Case,Gaming,449.17,Tienda,0
PREM_0188,2025-11-24,Laptop Bag,Laptops,653.5,Online,5
PREM_0188,2025-11-04,MacBook Pro,Smartphones,176.16,Tienda,0
PREM_0188,2025-12-04,Webcam HD,Laptops,177.95,Tienda,10
PREM_0188,2025-11-23,Webcam HD,Laptops,279.35,Tienda,20
PREM_0188,2025-12-04,Webcam HD,Accesorios,419.57,Tienda,20
PREM_0188,2025-12-03,iPad,Laptops,239.34,Tienda,10
PREM_0188,2025-11-22,Webcam HD,Laptops,219.1,Tienda,0
PREM_0188,2025-11-05,Gaming Mouse,Laptops,354.4,Tienda,0
PREM_0189,2025-11-22,iPad,Smartphones,738.26,App,0
PREM_0189,2025-12-13,iPad,Smartphones,1089.3,Tienda,15
PREM_0189,2025-11-30,Monitor 4K,Smartphones,822.61,App,5
PREM_0189,2025-12-13,Smartphone Case,Accesorios,374.28,Online,15
PREM_0189,2025-11-11,iPad,Smartphones,546.95,App,15
PREM_0190,2025-11-18,Monitor 4K,Gaming,1485.55,Online,5
PREM_0190,2025-12-12,Laptop Bag,Laptops,1485.33,Online,5
PREM_0190,2025-11-16,iPad,Accesorios,725.67,App,15
PREM_0191,2025-11-21,Gaming Mouse,Gaming,539.8,Online,0
PREM_0191,2025-11-17,iPad,Accesorios,329.28,Online,5
PREM_0191,2025-12-12,iPad,Accesorios,506.11,Tienda,10
PREM_0191,2025-11-21,Webcam HD,Laptops,357.41,Online,0
PREM_0191,2025-11-22,Monitor 4K,Accesorios,344.1,Online,5
PREM_0191,2025-11-23,Mechanical Keyboard,Accesorios,478.65,Online,0
PREM_0191,2025-11-24,Laptop Bag,Smartphones,280.04,App,0
PREM_0191,2025-11-29,MacBook Pro,Gaming,476.38,Online,10
PREM_0191,2025-11-21,MacBook Pro,Accesorios,398.39,Online,0
PREM_0192,2025-12-03,Mechanical Keyboard,Laptops,113.25,App,10
PREM_0192,2025-11-24,Smartphone Case,Laptops,205.03,App,15
PREM_0192,2025-12-06,Smartphone Case,Gaming,327.16,Online,10
PREM_0192,2025-11-13,Laptop Bag,Gaming,182.47,App,15
PREM_0192,2025-11-06,iPhone 14,Laptops,110.25,Online,0
PREM_0192,2025-11-09,Smartphone Case,Gaming,229.52,App,15
PREM_0192,2025-12-09,Laptop Bag,Gaming,399.36,Online,0
PREM_0192,2025-11-18,Mechanical Keyboard,Gaming,107.56,App,10
PREM_0192,2025-11-08,iPad,Laptops,123.85,Online,10
PREM_0192,2025-12-13,Monitor 4K,Gaming,138.68,Tienda,5
PREM_0193,2025-11-10,Gaming Mouse,Gaming,122.82,Online,10
PREM_0193,2025-11-24,Webcam HD,Gaming,50.66,App,5
PREM_0193,2025-12-04,Monitor 4K,Smartphones,161.76,Online,10
PREM_0193,2025-11-23,Mechanical Keyboard,Laptops,73.13,Online,10
PREM_0193,2025-11-21,Monitor 4K,Smartphones,127.48,Tienda,15
PREM_0193,2025-11-27,Monitor 4K,Gaming,81.3,Online,5
PREM_0193,2025-12-03,Gaming Mouse,Smartphones,319.37,Online,10
PREM_0194,2025-12-05,Gaming Mouse,Smartphones,454.93,Online,0
PREM_0194,2025-12-03,AirPods,Smartphones,352.3,App,10
PREM_0194,2025-11-17,Mechanical Keyboard,Smartphones,317.27,Tienda,10
PREM_0194,2025-11-27,Laptop Bag,Laptops,217.82,App,5
PREM_0194,2025-12-09,Webcam HD,Smartphones,416.48,Online,5
PREM_0194,2025-11-29,Laptop Bag,Laptops,201.69,App,0
PREM_0194,2025-11-21,Webcam HD,Accesorios,252.99,App,10
PREM_0194,2025-12-04,Mechanical Keyboard,Smartphones,249.45,App,10
PREM_0194,2025-12-09,iPhone 14,Laptops,361.99,App,0
PREM_0195,2025-11-26,Webcam HD,Gaming,225.84,Tienda,0
PREM_0195,2025-12-07,Laptop Bag,Gaming,168.52,Online,0
PREM_0195,2025-11-28,iPhone 14,Gaming,157.54,Online,5
PREM_0195,2025-12-14,iPhone 14,Gaming,280.82,Online,5
PREM_0195,2025-12-13,Smartphone Case,Gaming,215.19,Online,10
PREM_0195,2025-11-16,Laptop Bag,Smartphones,189.62,Online,5
PREM_0195,2025-12-01,Monitor 4K,Gaming,138.96,Online,0
PREM_0195,2025-11-09,iPhone 14,Gaming,307.7,Online,0
PREM_0195,2025-11-27,AirPods,Smartphones,188.98,Online,10
PREM_0195,2025-12-08,Gaming Mouse,Gaming,125.89,Online,0
PREM_0196,2025-12-07,Monitor 4K,Smartphones,176.83,Tienda,5
PREM_0196,2025-12-04,iPad,Accesorios,209.29,Tienda,0
PREM_0196,2025-12-08,Monitor 4K,Smartphones,187.14,Tienda,0
PREM_0196,2025-11-12,Gaming Mouse,Smartphones,850.4,Tienda,5
PREM_0196,2025-11-15,Gaming Mouse,Laptops,365.5,Tienda,10
PREM_0196,2025-12-10,Monitor 4K,Smartphones,302.34,Tienda,0
PREM_0196,2025-11-29,iPad,Smartphones,517.37,Tienda,0
PREM_0196,2025-11-16,MacBook Pro,Smartphones,309.94,Tienda,10
PREM_0197,2025-11-23,Smartphone Case,Accesorios,236.94,Online,5
PREM_0197,2025-11-27,Laptop Bag,Smartphones,265.43,Online,5
PREM_0197,2025-11-28,Smartphone Case,Gaming,111.72,Tienda,10
PREM_0197,2025-12-02,Monitor 4K,Accesorios,167.56,Online,0
PREM_0197,2025-12-14,AirPods,Gaming,170.56,Online,0
PREM_0197,2025-11-15,AirPods,Gaming,106.14,Online,5
PREM_0197,2025-11-15,Mechanical Keyboard,Gaming,386.03,Online,5
PREM_0197,2025-11-16,Monitor 4K,Gaming,134.41,Online,5
PREM_0197,2025-11-11,Laptop Bag,Gaming,231.95,Tienda,10
PREM_0198,2025-11-26,Mechanical Keyboard,Laptops,704.14,App,0
PREM_0198,2025-11-04,iPad,Accesorios,598.51,App,10
PREM_0198,2025-11-03,Monitor 4K,Smartphones,326.29,App,10
PREM_0198,2025-12-12,Gaming Mouse,Accesorios,503.53,Online,0
PREM_0198,2025-12-06,iPad,Accesorios,749.61,App,5
PREM_0198,2025-12-08,Monitor 4K,Laptops,680.83,App,5
PREM_0198,2025-12-14,iPad,Accesorios,1186.04,Online,10
PREM_0198,2025-12-02,Mechanical Keyboard,Accesorios,507.25,App,0
PREM_0199,2025-11-13,Gaming Mouse,Gaming,200.84,Tienda,0
PREM_0199,2025-11-27,Gaming Mouse,Gaming,395.26,Online,5
PREM_0199,2025-11-13,Laptop Bag,Smartphones,282.72,Tienda,0
PREM_0199,2025-12-05,Laptop Bag,Gaming,205.28,Tienda,20
PREM_0199,2025-12-12,iPhone 14,Accesorios,104.49,Tienda,5
PREM_0199,2025-11-10,iPhone 14,Gaming,546.18,Tienda,0
PREM_0199,2025-11-17,MacBook Pro,Gaming,200.18,App,20
PREM_0199,2025-11-15,iPhone 14,Accesorios,93.56,Tienda,10
PREM_0199,2025-11-19,iPhone 14,Gaming,204.13,Tienda,0
PREM_0199,2025-11-23,AirPods,Gaming,186.53,Tienda,0
PREM_0199,2025-12-11,Webcam HD,Gaming,208.04,Tienda,0
PREM_0200,2025-11-24,AirPods,Smartphones,148.6,Tienda,0
PREM_0200,2025-11-29,iPhone 14,Laptops,389.83,Tienda,0
PREM_0200,2025-11-30,MacBook Pro,Smartphones,554.83,Tienda,0
PREM_0200,2025-11-25,AirPods,Smartphones,570.43,Tienda,5
PREM_0200,2025-11-21,Mechanical Keyboard,Smartphones,528.14,Tienda,5
PREM_0200,2025-11-21,Webcam HD,Laptops,309.58,Tienda,10
PREM_0200,2025-11-13,AirPods,Gaming,174.03,Tienda,0
PREM_0201,2025-12-13,iPad,Laptops,204.16,App,10
PREM_0201,2025-12-09,MacBook Pro,Accesorios,335.42,App,5
PREM_0201,2025-11-26,Mechanical Keyboard,Laptops,138.95,App,5
PREM_0201,2025-11-08,MacBook Pro,Laptops,238.29,Online,15
PREM_0201,2025-11-28,AirPods,Laptops,518.52,App,15
PREM_0201,2025-11-27,iPad,Gaming,148.2,App,0
PREM_0201,2025-11-21,Laptop Bag,Laptops,116.69,App,5
PREM_0201,2025-11-24,Laptop Bag,Laptops,369.76,App,15
PREM_0201,2025-11-03,iPhone 14,Laptops,275.13,Tienda,5
PREM_0202,2025-11-22,iPhone 14,Smartphones,187.57,Tienda,0
PREM_0202,2025-12-08,MacBook Pro,Gaming,518.01,Tienda,20
PREM_0202,2025-11-08,Smartphone Case,Smartphones,338.24,Tienda,20
PREM_0202,2025-12-01,iPad,Smartphones,573.44,Tienda,10
PREM_0202,2025-12-12,MacBook Pro,Smartphones,377.82,Tienda,5
PREM_0202,2025-12-04,iPhone 14,Smartphones,281.1,Tienda,10
PREM_0202,2025-12-04,iPhone 14,Accesorios,236.68,Tienda,10
PREM_0203,2025-11-19,Webcam HD,Laptops,236.37,Online,15
PREM_0203,2025-11-13,Gaming Mouse,Accesorios,226.55,Tienda,5
PREM_0203,2025-11-14,Laptop Bag,Gaming,299.38,Tienda,0
PREM_0203,2025-11-03,MacBook Pro,Accesorios,371.31,Tienda,0
PREM_0203,2025-11-29,AirPods,Gaming,288.73,Online,5
PREM_0203,2025-12-02,iPad,Gaming,161.3,Tienda,5
PREM_0203,2025-12-04,MacBook Pro,Gaming,228.37,App,10
PREM_0203,2025-11-10,AirPods,Accesorios,159.02,App,10
PREM_0203,2025-12-01,Webcam HD,Gaming,375.39,Tienda,5
PREM_0203,2025-12-13,iPad,Gaming,204.73,Tienda,0
PREM_0203,2025-12-07,iPhone 14,Gaming,181.95,Tienda,0
PREM_0204,2025-12-13,Laptop Bag,Accesorios,262.15,Tienda,10
PREM_0204,2025-12-11,Monitor 4K,Accesorios,841.76,Tienda,0
PREM_0204,2025-12-13,AirPods,Accesorios,633.43,Tienda,5
PREM_0204,2025-11-17,Webcam HD,Accesorios,372.54,App,5
PREM_0204,2025-11-18,Mechanical Keyboard,Accesorios,263.38,Tienda,0
PREM_0204,2025-11-11,AirPods,Laptops,944.6,Online,0
PREM_0205,2025-11-19,Monitor 4K,Accesorios,942.68,App,15
PREM_0205,2025-12-08,Monitor 4K,Accesorios,377.69,App,0
PREM_0205,2025-11-27,AirPods,Smartphones,421.4,Online,15
PREM_0205,2025-11-09,iPhone 14,Accesorios,530.95,App,0
PREM_0205,2025-12-07,Smartphone Case,Accesorios,373.31,App,10
PREM_0205,2025-11-08,Smartphone Case,Smartphones,261.3,App,0
PREM_0205,2025-12-14,Gaming Mouse,Laptops,403.11,App,5
PREM_0205,2025-11-25,Smartphone Case,Laptops,320.79,Online,5
PREM_0205,2025-11-29,iPhone 14,Accesorios,412.3,App,15
PREM_0205,2025-11-10,MacBook Pro,Accesorios,542.82,App,15
PREM_0206,2025-12-14,Smartphone Case,Smartphones,430.39,Online,0
PREM_0206,2025-12-09,MacBook Pro,Smartphones,350.18,Tienda,15
PREM_0206,2025-12-06,Mechanical Keyboard,Accesorios,382.52,Tienda,10
PREM_0206,2025-12-03,Monitor 4K,Accesorios,478.3,Tienda,10
PREM_0206,2025-11-24,Monitor 4K,Accesorios,355.97,App,5
PREM_0206,2025-12-09,Monitor 4K,Accesorios,204.49,Tienda,10
PREM_0206,2025-11-26,Smartphone Case,Laptops,101.11,Tienda,5
PREM_0206,2025-11-21,iPad,Smartphones,188.48,Tienda,5
PREM_0206,2025-12-11,Webcam HD,Laptops,138.07,Online,5
PREM_0206,2025-12-13,Webcam HD,Accesorios,250.44,App,15
PREM_0207,2025-11-14,Laptop Bag,Gaming,381.29,Online,0
PREM_0207,2025-11-07,Webcam HD,Accesorios,215.98,Online,20
PREM_0207,2025-12-06,MacBook Pro,Smartphones,361.13,App,20
PREM_0207,2025-11-19,Monitor 4K,Accesorios,313.85,Online,0
PREM_0207,2025-12-03,AirPods,Gaming,161.4,Online,10
PREM_0207,2025-11-02,MacBook Pro,Accesorios,335.15,App,0
PREM_0207,2025-12-06,Mechanical Keyboard,Accesorios,438.03,Online,5
PREM_0207,2025-10-28,Monitor 4K,Accesorios,315.74,Online,20
PREM_0207,2025-11-05,Monitor 4K,Accesorios,207.05,Online,0
